Row.names	de00	de02	de04	de08	de24	old	new	prot	gene_name	arcog
lcl|NC_013964.1_cds_WP_004041079.1_162	NA	2.25146303	4.485217307	3.412242181	2.689498126	HVO_B0076	HVO_RS00365	hydantoinase subunit beta	hyuA4	arCOG01511
lcl|NC_013966.1_cds_WP_004040886.1_985	NA	0.689736468	1.382699065	0.721896376	NA	HVO_A0536	HVO_RS04240	5-oxoprolinase	hyuB1	arCOG01512
lcl|NC_013966.1_cds_WP_004043279.1_829	0.024138514	2.051332477	3.548766537	3.247784967	2.918525984	HVO_A0378	HVO_RS03535	N-methylhydantoinase	hyuB2	arCOG01512
lcl|NC_013966.1_cds_WP_004043287.1_837	-0.624100394	-0.017076625	0.838988663	1.012215041	0.30675781	HVO_A0386	HVO_RS03575	N-methylhydantoinase	hyuB3	arCOG01512
lcl|NC_013967.1_cds_WP_004042661.1_3558	-0.520664813	-0.756935467	-0.751744329	-2.050195431	-0.10176597	HVO_2589	HVO_RS17205	asparaginase	ansA	arCOG04779
lcl|NC_013967.1_cds_WP_004044100.1_1870	-0.590029161	-2.073686402	-1.920556271	-1.816681811	-2.20802665	HVO_0836	HVO_RS08710	peptidase M28	ywaD1	arCOG02959
lcl|NC_013967.1_cds_WP_004041731.1_2835	-0.743667867	-3.13826112	-1.967320225	-1.909514665	-1.465199222	HVO_1849	HVO_RS13575	aminopeptidase	ywaD2	arCOG02959
lcl|NC_013967.1_cds_WP_004044473.1_1511	-0.722449622	-1.473039769	-1.510516731	-1.622025557	-0.694882204	HVO_0450	HVO_RS06865	molecular chaperone Hsp20	hsp20A	arCOG01832
lcl|NC_013967.1_cds_WP_004044472.1_1512	-0.802925065	1.410302473	1.386388691	1.303554929	2.31100696	HVO_0451	HVO_RS06870	hsp20-type molecular chaperone	hsp20B	arCOG01832
lcl|NC_013967.1_cds_WP_004044439.1_1544	0.031976274	-0.182987971	-0.175861816	0.191525346	0.260480958	HVO_0482	HVO_RS07035	type III effector protein	hsp20C	arCOG01833
lcl|NC_013967.1_cds_WP_004044171.1_1803	-0.147580107	-1.485274428	-1.414040326	-0.980719431	-0.592813048	HVO_0766	HVO_RS08375	molecular chaperone Hsp20	hsp20D	arCOG01836
lcl|NC_013967.1_cds_WP_004042196.1_3279	1.204750166	0.906011942	0.39698674	0.37519677	0.544483368	HVO_2303	HVO_RS15785	molecular chaperone Hsp20	hsp20E	arCOG01835
lcl|NC_013967.1_cds_WP_004043699.1_2260	-0.532973417	-0.753146132	-1.392210495	-1.624437014	-0.519460315	HVO_1242	HVO_RS10675	Tat pathway signal protein	IcdM	arCOG04512
lcl|NC_013964.1_cds_WP_004041114.1_127	-0.691532927	1.996822954	2.075906169	2.194631124	2.044643315	HVO_B0040	HVO_RS00190	IclR family transcriptional regulator	xacR	arCOG02798
lcl|NC_013964.1_cds_WP_004041037.1_204	0.15990778	-1.608837395	-2.411503191	-1.371577277	-3.116775845	HVO_B0119	HVO_RS00575	ArcR family transcriptional regulator	IclR	arCOG02798
lcl|NC_013964.1_cds_WP_004041042.1_199	-0.897726298	-0.29889485	0.149971045	0.061592151	0.332646694	HVO_B0114	HVO_RS00550	IclR family transcriptional regulator	IclR	arCOG02798
lcl|NC_013964.1_cds_WP_004041054.1_187	-0.061612696	-0.527347892	-0.370206196	-0.968498911	-0.38588291	HVO_B0101	HVO_RS00490	IclR family transcriptional regulator	IclR	arCOG02798
lcl|NC_013964.1_cds_WP_004041222.1_400	-0.612618276	-2.298905005	-0.728100684	-0.326055215	-1.007232274	HVO_B0320	HVO_RS01535	ArcR family transcriptional regulator	IclR	arCOG02798
lcl|NC_013964.1_cds_WP_004041223.1_399	1.713004184	1.586232806	2.144403394	2.493057888	1.413603156	HVO_B0319	HVO_RS01530	transcriptional regulator	IclR	arCOG02798
lcl|NC_013964.1_cds_WP_004041283.1_339	0.995167313	0.64820136	-0.763910935	-0.77997903	0.50848916	HVO_B0255	HVO_RS01240	ArcR family transcriptional regulator	IclR	arCOG02798
lcl|NC_013964.1_cds_WP_004041333.1_288	0.203917935	-0.162297206	0.111781664	-0.163302725	-0.734495818	HVO_B0201	HVO_RS00990	ArcR family transcription regulator	IclR	arCOG02798
lcl|NC_013966.1_cds_WP_004040877.1_976	-1.781705696	-1.167451159	-1.705058054	-1.777208535	-1.422381014	HVO_A0527	HVO_RS04195	transcriptional regulator	IclR	arCOG02798
lcl|NC_013966.1_cds_WP_004040941.1_1028	0.420176092	0.010211001	-0.055404843	0.623335425	0.278699309	HVO_A0583	HVO_RS04460	IclR family transcriptional regulator	IclR	arCOG02798
lcl|NC_013966.1_cds_WP_004043181.1_716	0.967412246	2.328496223	2.872703268	2.443057964	1.841327689	HVO_A0266	HVO_RS03020	ArcR family transcription regulator	IclR	arCOG02798
lcl|NC_013966.1_cds_WP_004043195.1_731	1.310739302	2.189953124	3.370785909	2.830214726	1.908599147	HVO_A0280	HVO_RS03090	transcriptional regulator	IclR	arCOG02798
lcl|NC_013966.1_cds_WP_004043245.1_784	0.778119042	3.517637065	4.155288536	3.555563362	3.716535335	HVO_A0332	HVO_RS03340	ArcR family transcription regulator	IclR	arCOG02798
lcl|NC_013966.1_cds_WP_004043255.1_795	0.152771289	-1.840053598	-1.390440493	-1.717025961	-2.271032988	HVO_A0342	HVO_RS03390	transcriptional regulator	IclR	arCOG02798
lcl|NC_013966.1_cds_WP_004043348.1_558	-0.825438066	0.270450953	0.951333477	0.635985865	0.164775789	HVO_A0093	HVO_RS02300	ArcR family transcription regulator	IclR	arCOG02798
lcl|NC_013966.1_cds_WP_013035208.1_547	1.363731883	1.136591724	1.311563206	1.761771402	1.979710981	HVO_A0082	HVO_RS02245	ArcR family transcription regulator	IclR	arCOG02798
lcl|NC_013967.1_cds_WP_004041976.1_3072	-2.17364957	0.243897612	-0.890166589	-0.524687018	-2.761182555	HVO_2092	HVO_RS14760	transcriptional regulator	IclR	arCOG02798
lcl|NC_013967.1_cds_WP_004041991.1_3086	2.304914717	1.512354261	2.344518463	2.396501329	1.776673897	HVO_2108	HVO_RS14830	IclR family transcriptional regulator	IclR	arCOG02798
lcl|NC_013967.1_cds_WP_004041993.1_3088	-0.916366356	-0.346461618	-0.575765592	-0.372751015	-0.004914489	HVO_2110	HVO_RS14840	ArcR family transcription regulator	IclR	arCOG02798
lcl|NC_013967.1_cds_WP_004042013.1_3108	0.993451228	3.37319487	2.49614614	2.473150783	2.065343829	HVO_2130	HVO_RS14935	transcriptional regulator	IclR	arCOG02798
lcl|NC_013967.1_cds_WP_004044329.1_1652	-0.163605636	-1.071357732	-1.278354592	-1.198727566	-1.881337275	HVO_0605	HVO_RS07610	IclR family transcriptional regulator	IclR	arCOG02798
lcl|NC_013968.1_cds_WP_004971318.1_70	0.1964141	1.337987606	2.086078596	1.286964144	1.027034367	HVO_C0076	HVO_RS19590	ArcR family transcriptional regulator	IclR	arCOG02798
lcl|NC_013967.1_cds_WP_004042477.1_3477	0.11941173	1.891317879	1.213211676	0.931020934	1.173180567	HVO_2506	HVO_RS16790	isopentenyl-diphosphate Delta-isomerase	idiA	arCOG01081
lcl|NC_013967.1_cds_WP_004041425.1_2553	0.135721843	1.442244868	0.810420977	1.023025107	1.324398804	HVO_1547	HVO_RS12130	isoleucine--tRNA ligase	ileS	arCOG00807
lcl|NC_013967.1_cds_WP_004044458.1_1525	-0.484683736	0.158707062	-0.205587825	-0.285735983	-1.066726192	HVO_0464	HVO_RS06940	threonine ammonia-lyase	ilvA1	arCOG01431
lcl|NC_013967.1_cds_WP_004044458.1_1525	-0.484683736	0.158707062	-0.205587825	-0.285735983	-1.066726192	HVO_0464	HVO_RS06940	threonine ammonia-lyase	ilvA1	arCOG01431
lcl|NC_013964.1_cds_WP_004041148.1_92	NA	-1.768194772	0.081471062	0.656279377	1.139246963	HVO_B0005	HVO_RS00025	threonine ammonia-lyase	ilvA2	arCOG01431
lcl|NC_013964.1_cds_WP_004041148.1_92	NA	-1.768194772	0.081471062	0.656279377	1.139246963	HVO_B0005	HVO_RS00025	threonine ammonia-lyase	ilvA2	arCOG01431
lcl|NC_013967.1_cds_WP_004043427.1_2518	-0.337568194	0.048141702	0.135590802	0.070854533	0.005905497	HVO_1508	HVO_RS11980	"acetolactate synthase, large subunit, biosynthetic type"	ilvB1	arCOG01998
lcl|NC_013967.1_cds_WP_004043427.1_2518	-0.337568194	0.048141702	0.135590802	0.070854533	0.005905497	HVO_1508	HVO_RS11980	"acetolactate synthase, large subunit, biosynthetic type"	ilvB1	arCOG01998
lcl|NC_013967.1_cds_WP_004043427.1_2518	-0.337568194	0.048141702	0.135590802	0.070854533	0.005905497	HVO_1508	HVO_RS11980	"acetolactate synthase, large subunit, biosynthetic type"	ilvB1	arCOG01998
lcl|NC_013967.1_cds_WP_004043427.1_2518	-0.337568194	0.048141702	0.135590802	0.070854533	0.005905497	HVO_1508	HVO_RS11980	"acetolactate synthase, large subunit, biosynthetic type"	ilvB1	arCOG01998
lcl|NC_013966.1_cds_WP_004040879.1_978	-0.29589079	-0.81729486	-0.405870316	0.315045152	-0.487012089	HVO_A0529	HVO_RS04205	acetolactate synthase	ilvB2	arCOG01998
lcl|NC_013966.1_cds_WP_004040879.1_978	-0.29589079	-0.81729486	-0.405870316	0.315045152	-0.487012089	HVO_A0529	HVO_RS04205	acetolactate synthase	ilvB2	arCOG01998
lcl|NC_013966.1_cds_WP_004040879.1_978	-0.29589079	-0.81729486	-0.405870316	0.315045152	-0.487012089	HVO_A0529	HVO_RS04205	acetolactate synthase	ilvB2	arCOG01998
lcl|NC_013966.1_cds_WP_004040879.1_978	-0.29589079	-0.81729486	-0.405870316	0.315045152	-0.487012089	HVO_A0529	HVO_RS04205	acetolactate synthase	ilvB2	arCOG01998
lcl|NC_013967.1_cds_WP_004043429.1_2516	-0.72466669	0.425012655	0.366934531	0.165223427	0.096679899	HVO_1506	HVO_RS11970	ketol-acid reductoisomerase	ilvC	arCOG04465
lcl|NC_013967.1_cds_WP_004043429.1_2516	-0.72466669	0.425012655	0.366934531	0.165223427	0.096679899	HVO_1506	HVO_RS11970	ketol-acid reductoisomerase	ilvC	arCOG04465
lcl|NC_013967.1_cds_WP_004042767.1_3612	0.454213262	0.314612475	0.465604075	0.281295237	0.203664372	HVO_2646	HVO_RS17475	dihydroxy-acid dehydratase	ilvD	arCOG04045
lcl|NC_013967.1_cds_WP_004042767.1_3612	0.454213262	0.314612475	0.465604075	0.281295237	0.203664372	HVO_2646	HVO_RS17475	dihydroxy-acid dehydratase	ilvD	arCOG04045
lcl|NC_013967.1_cds_WP_004044594.1_1397	0.446155402	0.650905486	1.072018384	0.915718402	0.402209509	HVO_0329	HVO_RS06285	branched chain amino acid aminotransferase	ilvE	arCOG02297
lcl|NC_013967.1_cds_WP_004044594.1_1397	0.446155402	0.650905486	1.072018384	0.915718402	0.402209509	HVO_0329	HVO_RS06285	branched chain amino acid aminotransferase	ilvE	arCOG02297
lcl|NC_013967.1_cds_WP_004044594.1_1397	0.446155402	0.650905486	1.072018384	0.915718402	0.402209509	HVO_0329	HVO_RS06285	branched chain amino acid aminotransferase	ilvE	arCOG02297
lcl|NC_013967.1_cds_WP_004044594.1_1397	0.446155402	0.650905486	1.072018384	0.915718402	0.402209509	HVO_0329	HVO_RS06285	branched chain amino acid aminotransferase	ilvE	arCOG02297
lcl|NC_013967.1_cds_WP_004044228.1_1749	-2.009510264	-0.541207316	-1.17411324	-0.730126686	-0.895649108	HVO_0708	HVO_RS08105	branched chain amino acid aminotransferase	pabC	arCOG02297
lcl|NC_013967.1_cds_WP_004044228.1_1749	-2.009510264	-0.541207316	-1.17411324	-0.730126686	-0.895649108	HVO_0708	HVO_RS08105	branched chain amino acid aminotransferase	pabC	arCOG02297
lcl|NC_013967.1_cds_WP_004044228.1_1749	-2.009510264	-0.541207316	-1.17411324	-0.730126686	-0.895649108	HVO_0708	HVO_RS08105	branched chain amino acid aminotransferase	pabC	arCOG02297
lcl|NC_013967.1_cds_WP_004044228.1_1749	-2.009510264	-0.541207316	-1.17411324	-0.730126686	-0.895649108	HVO_0708	HVO_RS08105	branched chain amino acid aminotransferase	pabC	arCOG02297
lcl|NC_013967.1_cds_WP_004043428.1_2517	-0.343384809	0.335008729	0.764224475	0.180012034	0.326292154	HVO_1507	HVO_RS11975	acetolactate synthase small subunit	ilvN	arCOG04445
lcl|NC_013967.1_cds_WP_004043428.1_2517	-0.343384809	0.335008729	0.764224475	0.180012034	0.326292154	HVO_1507	HVO_RS11975	acetolactate synthase small subunit	ilvN	arCOG04445
lcl|NC_013967.1_cds_WP_004043428.1_2517	-0.343384809	0.335008729	0.764224475	0.180012034	0.326292154	HVO_1507	HVO_RS11975	acetolactate synthase small subunit	ilvN	arCOG04445
lcl|NC_013967.1_cds_WP_004043428.1_2517	-0.343384809	0.335008729	0.764224475	0.180012034	0.326292154	HVO_1507	HVO_RS11975	acetolactate synthase small subunit	ilvN	arCOG04445
lcl|NC_013964.1_cds_WP_013034991.1_300	NA	NA	NA	0.099850262	NA	HVO_B0213	HVO_RS01050	myo-inositol-1-phosphate synthase	INO1	arCOG04213
lcl|NC_013964.1_cds_WP_013034991.1_300	NA	NA	NA	0.099850262	NA	HVO_B0213	HVO_RS01050	myo-inositol-1-phosphate synthase	INO1	arCOG04213
lcl|NC_013967.1_cds_WP_004042901.1_3673	-0.629442069	0.178708664	-0.190670886	-0.310872504	0.418372171	HVO_2708	HVO_RS17780	xylose isomerase	IolE	arCOG01895
lcl|NC_013964.1_cds_WP_004041327.1_295	NA	NA	0.832919237	1.596880019	2.337487186	HVO_B0208	HVO_RS01025	xylose isomerase	IolE	arCOG01900
lcl|NC_013967.1_cds_WP_013035581.1_3298	-0.489341291	-1.445451119	-1.15756195	-1.232771547	-0.904406733	HVO_2322	HVO_RS15880	AP endonuclease	IolE	arCOG01902
lcl|NC_013967.1_cds_WP_004042835.1_3642	-0.251967011	-1.585637391	-1.887477341	-1.899980283	-1.693614667	HVO_2676	HVO_RS17625	iron-sulfur cluster assembly accessory protein	IscA	arCOG04560
lcl|NC_013967.1_cds_WP_004045199.1_1182	0.314304876	-0.25547984	0.037111671	-0.034791875	-0.040593786	HVO_0107	HVO_RS05210	iron-sulfur cluster scaffold-like protein	iscU	arCOG02077
lcl|NC_013967.1_cds_WP_004042941.1_3690	-0.735834412	-0.517240112	-0.724952722	-0.869565262	-0.833810311	HVO_2725	HVO_RS17865	phosphoesterase	idsA1	arCOG01727
lcl|NC_013967.1_cds_WP_004044620.1_1373	0.613940129	0.27227308	-0.563117019	-1.00966613	-0.985184295	HVO_0303	HVO_RS06165	isopentenyl pyrophosphate isomerase	idsA2	arCOG01727
lcl|NC_013964.1_cds_WP_004041112.1_129	0.701437808	NA	1.69052253	4.777028521	5.489777556	HVO_B0042	HVO_RS00200	lysine 6-monooxygenase	iucD	arCOG07945
lcl|NC_013967.1_cds_WP_004041776.1_2876	-0.007748012	1.828790965	0.983690031	-0.067570586	-0.349322248	HVO_1895	HVO_RS13790	serine/threonine protein kinase	kae1	arCOG01183
lcl|NC_013967.1_cds_WP_004043730.1_2230	0.027894949	-0.541228806	0.384103179	0.066422447	-0.012090116	HVO_1212	HVO_RS10525	circadian clock protein KaiC	cirA	arCOG01174
lcl|NC_013967.1_cds_WP_004042253.1_3338	-0.112281884	-1.621409462	-0.927444854	-1.411473069	-1.478344901	HVO_2364	HVO_RS16080	KaiC domain-containing protein	cirB	arCOG01173
lcl|NC_013967.1_cds_WP_013035296.1_1680	0.124980698	-1.500959861	-1.504642216	-1.036725914	-0.829537589	HVO_0633	HVO_RS07750	recombinase RecA	cirC	arCOG01174
lcl|NC_013967.1_cds_WP_004042121.1_3207	0.12188383	0.39051765	0.430153551	0.33625797	0.114478324	HVO_2232	HVO_RS15430	circadian clock protein KaiC	cirD	arCOG01173
lcl|NC_013967.1_cds_WP_004042741.1_3596	0.541735259	-0.819362954	-0.772723512	-0.725798352	-1.104792917	HVO_2629	HVO_RS17395	hypothetical protein	KaiC	arCOG01172
lcl|NC_013967.1_cds_WP_004041525.1_2637	-0.042541026	-1.681771727	-2.475977792	-1.755130506	-1.311175947	HVO_1635	HVO_RS12550	hypothetical protein	KaiC	arCOG01175
lcl|NC_013967.1_cds_WP_081442889.1_2823	1.370378468	2.387247471	2.71693254	2.356171598	2.456465071	HVO_RS20190	HVO_RS20190	hypothetical protein	KaiC	arCOG01176
lcl|NC_013967.1_cds_WP_004041659.1_2770	0.172768957	0.103354086	-0.924153138	-0.645727647	-0.121100468	HVO_1778	HVO_RS13250	catalase-peroxidase	katG	arCOG04487
lcl|NC_013967.1_cds_WP_004041659.1_2770	0.172768957	0.103354086	-0.924153138	-0.645727647	-0.121100468	HVO_1778	HVO_RS13250	catalase-peroxidase	katG	arCOG04487
lcl|NC_013967.1_cds_WP_004042135.1_3221	0.448678278	-0.701498093	-0.712541376	-0.915719639	-0.467161849	HVO_2247	HVO_RS15500	ion transporter	Kch	arCOG01964
lcl|NC_013967.1_cds_WP_004045066.1_1129	-0.118552862	-1.130813889	-1.272027911	-0.193345667	-0.529356186	HVO_0051	HVO_RS04945	Na+/H+ antiporter	kef2	arCOG01955
lcl|NC_013967.1_cds_WP_004045067.1_1130	-0.267383178	-2.251294717	-0.967987233	-1.029567316	-0.785769883	HVO_0052	HVO_RS04950	potassium transporter TrkA	KhtT	arCOG01970
lcl|NC_013967.1_cds_WP_004045246.1_1209	-0.130377837	-0.975565618	-0.518433025	-0.972927618	-0.48476403	HVO_0134	HVO_RS05350	RNA-processing protein	Krr1	arCOG04150
lcl|NC_013967.1_cds_WP_004042249.1_3334	-0.038635035	0.113586444	-0.56616926	0.733755397	-0.120972259	HVO_2360	HVO_RS16060	LD-carboxypeptidase	LdcA	arCOG04676
lcl|NC_013967.1_cds_WP_004042688.1_3571	0.690350721	1.517220807	3.050679289	3.229779169	2.285559862	HVO_2603	HVO_RS17270	S26 family signal peptidase	sec11a	arCOG01739
lcl|NC_013967.1_cds_WP_004044955.1_1082	-0.294141438	-0.313541785	-0.825927507	-0.480336213	-1.022674732	HVO_0002	HVO_RS04715	S26 family signal peptidase	sec11b	arCOG01739
lcl|NC_013967.1_cds_WP_081442897.1_2519	0.433196012	-1.148458918	-0.884512864	-1.292094847	-1.667443965	HVO_1510	HVO_RS11985	2-isopropylmalate synthase	leuA2	arCOG02092
lcl|NC_013967.1_cds_WP_081442897.1_2519	0.433196012	-1.148458918	-0.884512864	-1.292094847	-1.667443965	HVO_1510	HVO_RS11985	2-isopropylmalate synthase	leuA2	arCOG02092
lcl|NC_013967.1_cds_WP_004043433.1_2512	-1.654202588	-1.398373895	-1.442766334	-0.394751181	-0.129974968	HVO_1502	HVO_RS11950	3-isopropylmalate dehydrogenase	leuB	arCOG01163
lcl|NC_013967.1_cds_WP_004043433.1_2512	-1.654202588	-1.398373895	-1.442766334	-0.394751181	-0.129974968	HVO_1502	HVO_RS11950	3-isopropylmalate dehydrogenase	leuB	arCOG01163
lcl|NC_013967.1_cds_WP_004043431.1_2514	-0.635941521	0.609505558	0.80919359	0.593988425	0.51715724	HVO_1504	HVO_RS11960	3-isopropylmalate dehydratase large subunit	leuC	arCOG01698
lcl|NC_013967.1_cds_WP_004043431.1_2514	-0.635941521	0.609505558	0.80919359	0.593988425	0.51715724	HVO_1504	HVO_RS11960	3-isopropylmalate dehydratase large subunit	leuC	arCOG01698
lcl|NC_013967.1_cds_WP_004043432.1_2513	-0.451109641	1.35010603	1.270129229	0.460465115	0.421422102	HVO_1503	HVO_RS11955	3-isopropylmalate dehydratase small subunit	leuD1	arCOG02230
lcl|NC_013967.1_cds_WP_004043432.1_2513	-0.451109641	1.35010603	1.270129229	0.460465115	0.421422102	HVO_1503	HVO_RS11955	3-isopropylmalate dehydratase small subunit	leuD1	arCOG02230
lcl|NC_013967.1_cds_WP_004044471.1_1513	0.982646438	2.430133237	2.294933498	2.225510256	2.322558377	HVO_0452	HVO_RS06875	leucine--tRNA ligase	leuS	arCOG00809
lcl|NC_013967.1_cds_WP_013035512.1_2739	0.10482438	-0.286631542	-0.233181548	-0.250659813	-0.102105439	HVO_1744	HVO_RS13095	ATP-dependent helicase	hel1	arCOG00557
lcl|NC_013967.1_cds_WP_004041592.1_2703	-0.471863547	-2.28484716	-1.501458557	-1.429027294	-1.933862989	HVO_1703	HVO_RS12890	ATP-dependent helicase	hel2	arCOG00557
lcl|NC_013967.1_cds_WP_004043013.1_3731	0.728954345	0.262303786	0.483828423	0.597117361	0.70072746	HVO_2766	HVO_RS18070	helicase	lhr1	arCOG00557
lcl|NC_013967.1_cds_WP_004043605.1_2347	NA	-0.035134762	0.113596599	-0.425028185	-0.58220287	HVO_1333	HVO_RS11120	helicase	lhr2	arCOG00557
lcl|NC_013967.1_cds_WP_004045212.1_1189	-0.468298822	-2.551451031	-1.373434439	-1.550627034	-1.880220607	HVO_0114	HVO_RS05245	2'-5' RNA ligase	ligT	arCOG01736
lcl|NC_013967.1_cds_WP_013035485.1_3906	-0.112806667	-0.499755251	-0.896838699	-0.651771479	-0.774307067	HVO_2957	HVO_RS19000	lipoyl synthase	lipA	arCOG00660
lcl|NC_013967.1_cds_WP_004044036.1_1933	-0.722432179	-1.499195957	-0.827349628	-1.0391265	-0.131661963	HVO_0903	HVO_RS09025	ABC transporter ATP-binding protein	livF1	arCOG00924
lcl|NC_013967.1_cds_WP_004044036.1_1933	-0.722432179	-1.499195957	-0.827349628	-1.0391265	-0.131661963	HVO_0903	HVO_RS09025	ABC transporter ATP-binding protein	livF1	arCOG00924
lcl|NC_013967.1_cds_WP_004043745.1_2215	-1.126939072	-0.747600228	-1.621437592	-0.618332643	-1.76110663	HVO_1196	HVO_RS10450	ABC transporter ATP-binding protein	livF2	arCOG00924
lcl|NC_013967.1_cds_WP_004043745.1_2215	-1.126939072	-0.747600228	-1.621437592	-0.618332643	-1.76110663	HVO_1196	HVO_RS10450	ABC transporter ATP-binding protein	livF2	arCOG00924
lcl|NC_013967.1_cds_WP_004043043.1_3762	-0.62849943	-1.164586351	-0.907040471	-0.146210046	-0.168821053	HVO_2800	HVO_RS18240	ABC transporter ATP-binding protein	livF3	arCOG00924
lcl|NC_013967.1_cds_WP_004043043.1_3762	-0.62849943	-1.164586351	-0.907040471	-0.146210046	-0.168821053	HVO_2800	HVO_RS18240	ABC transporter ATP-binding protein	livF3	arCOG00924
lcl|NC_013967.1_cds_WP_004044037.1_1932	-0.094930738	0.183285625	-1.484745655	0.492031086	-0.915560241	HVO_0902	HVO_RS09020	ABC transporter ATP-binding protein	livG1	arCOG00926
lcl|NC_013967.1_cds_WP_004044037.1_1932	-0.094930738	0.183285625	-1.484745655	0.492031086	-0.915560241	HVO_0902	HVO_RS09020	ABC transporter ATP-binding protein	livG1	arCOG00926
lcl|NC_013967.1_cds_WP_004043746.1_2214	-0.223430494	-1.090099934	-1.842595365	-1.307702684	-1.643328934	HVO_1195	HVO_RS10445	ABC transporter ATP-binding protein	livG2	arCOG00925
lcl|NC_013967.1_cds_WP_004043746.1_2214	-0.223430494	-1.090099934	-1.842595365	-1.307702684	-1.643328934	HVO_1195	HVO_RS10445	ABC transporter ATP-binding protein	livG2	arCOG00925
lcl|NC_013967.1_cds_WP_004043044.1_3763	-0.744097206	-1.218920994	-0.747215397	-0.23783673	-0.264188353	HVO_2801	HVO_RS18245	ABC transporter ATP-binding protein	livG3	arCOG00925
lcl|NC_013967.1_cds_WP_004043044.1_3763	-0.744097206	-1.218920994	-0.747215397	-0.23783673	-0.264188353	HVO_2801	HVO_RS18245	ABC transporter ATP-binding protein	livG3	arCOG00925
lcl|NC_013967.1_cds_WP_004044039.1_1930	-1.74356136	-0.176254456	0.584602378	0.133946623	0.747475987	HVO_0900	HVO_RS09010	branched-chain amino acid ABC transporter permease	livH1	arCOG01270
lcl|NC_013967.1_cds_WP_004044039.1_1930	-1.74356136	-0.176254456	0.584602378	0.133946623	0.747475987	HVO_0900	HVO_RS09010	branched-chain amino acid ABC transporter permease	livH1	arCOG01270
lcl|NC_013967.1_cds_WP_081442895.1_2212	0.009886621	-0.822937871	-1.064624254	-1.180420177	-0.207352672	HVO_1193	HVO_RS10435	branched-chain amino acid ABC transporter permease	livH2	arCOG01269
lcl|NC_013967.1_cds_WP_081442895.1_2212	0.009886621	-0.822937871	-1.064624254	-1.180420177	-0.207352672	HVO_1193	HVO_RS10435	branched-chain amino acid ABC transporter permease	livH2	arCOG01269
lcl|NC_013967.1_cds_WP_013035544.1_3765	0.571720189	-1.252015057	-0.699286993	-0.340957618	-0.253106911	HVO_2803	HVO_RS18255	branched-chain amino acid ABC transporter permease	livH3	arCOG01269
lcl|NC_013967.1_cds_WP_013035544.1_3765	0.571720189	-1.252015057	-0.699286993	-0.340957618	-0.253106911	HVO_2803	HVO_RS18255	branched-chain amino acid ABC transporter permease	livH3	arCOG01269
lcl|NC_013964.1_cds_WP_004041317.1_305	1.056818206	NA	1.244729436	NA	0.947810441	HVO_B0218	HVO_RS01075	branched-chain amino acid ABC transporter permease	livH6	arCOG01270
lcl|NC_013967.1_cds_WP_049914899.1_1603	NA	NA	NA	0.667791679	NA	HVO_0553	HVO_RS07360	amino acid ABC transporter substrate-binding protein	basB	arCOG01021
lcl|NC_013967.1_cds_WP_049914888.1_1929	-0.98781411	-1.042475816	-1.445358914	-0.818437455	-1.731599973	HVO_0899	HVO_RS09005	branched-chain amino acid ABC transporter substrate-binding protein	livJ1	arCOG01020
lcl|NC_013967.1_cds_WP_004043749.1_2211	-0.388469082	-3.172520656	-1.995353462	-0.962402238	-1.665945429	HVO_1192	HVO_RS10430	ABC transporter substrate-binding protein	livJ2	arCOG01021
lcl|NC_013967.1_cds_WP_004043749.1_2211	-0.388469082	-3.172520656	-1.995353462	-0.962402238	-1.665945429	HVO_1192	HVO_RS10430	ABC transporter substrate-binding protein	livJ2	arCOG01021
lcl|NC_013967.1_cds_WP_013035593.1_3760	0.217256831	-2.078271661	-1.58210324	-1.483645748	-1.018759036	HVO_2798	HVO_RS18230	branched-chain amino acid ABC transporter substrate-binding protein	livJ3	arCOG01021
lcl|NC_013966.1_cds_WP_004040934.1_1021	0.10468384	-0.863747068	-0.98780442	0.021656122	1.09726068	HVO_A0576	HVO_RS04425	ABC transporter substrate-binding protein	livJ5	arCOG01020
lcl|NC_013966.1_cds_WP_004040934.1_1021	0.10468384	-0.863747068	-0.98780442	0.021656122	1.09726068	HVO_A0576	HVO_RS04425	ABC transporter substrate-binding protein	livJ5	arCOG01020
lcl|NC_013964.1_cds_WP_004041318.1_304	0.663840337	1.003073007	1.692038622	1.40884231	1.303417841	HVO_B0217	HVO_RS01070	branched-chain amino acid ABC transporter substrate-binding protein	livJ6	arCOG01020
lcl|NC_013967.1_cds_WP_004044038.1_1931	-1.782640311	-0.174094329	-0.176329849	-0.323792239	-0.787488003	HVO_0901	HVO_RS09015	branched-chain amino acid ABC transporter permease	livM1	arCOG01275
lcl|NC_013967.1_cds_WP_004044038.1_1931	-1.782640311	-0.174094329	-0.176329849	-0.323792239	-0.787488003	HVO_0901	HVO_RS09015	branched-chain amino acid ABC transporter permease	livM1	arCOG01275
lcl|NC_013967.1_cds_WP_004043747.1_2213	-0.661645488	-0.843802417	-1.160143651	-2.699538187	-1.664213641	HVO_1194	HVO_RS10440	branched-chain amino acid ABC transporter permease	livM2	arCOG01273
lcl|NC_013967.1_cds_WP_004043747.1_2213	-0.661645488	-0.843802417	-1.160143651	-2.699538187	-1.664213641	HVO_1194	HVO_RS10440	branched-chain amino acid ABC transporter permease	livM2	arCOG01273
